FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName
10007160,131,1011.0,Spyglass Ground House,0.0,0.0,1,"CAMPING,FISHING,WILDLIFE VIEWING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,HUNTING,MOUNTAIN BIKING,HISTORIC & CULTURAL SITE,SCENIC DRIVE,MUSHROOM PICKING,BERRY PICKING,LOOKOUT TOWER"
10008944,131,1070.0,Greenville Campground,0.0,0.0,19,
10010172,131,1073.0,Skunk Point Group Campground,0.0,0.0,1,
10011396,131,1045.0,Wolf Ford Horse Camp,-82.742135,35.381282,11,"CAMPING,FISHING,HIKING,PHOTOGRAPHY,BIRDING,BACKPACKING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,HORSE CAMPING,STAR GAZING,SCENIC DRIVE"
10012078,130,149.0,Point Cedar,0.0,0.0,61,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,PICNICKING,PHOTOGRAPHY,WATER ACCESS,ACCESSIBLE SWIMMING"
10012141,126,16341.0,Westwater Group Site (Ranger Station),-109.10396999999999,39.088770000000004,1,"BOATING,CAMPING,RANGER STATION,RAFTING,WHITEWATER RAFTING"
10028678,128,2917.0,Saguaro National Park Wilderness Permits,-110.575129,32.193490999999995,27,
10028875,128,2584.0,Big Bend Backcountry Camping,-103.205956,29.327815,105,"BOATING,CAMPING,WILDLIFE VIEWING,HIKING,BIRDING,BACKPACKING,KAYAKING,CANOEING,VISITOR CENTER,INTERPRETIVE PROGRAMS"
10029004,130,477.0,McHenry Avenue Recreation Area,0.0,0.0,7,"FISHING,WILDLIFE VIEWING,BIKING,PICNICKING,DAY USE AREA,WATER ACCESS,KAYAKING,CANOEING,RAFTING"
10029012,130,477.0,Valley Oak Recreation Area,0.0,0.0,11,"BOATING,CAMPING,FISHING,BIKING,PICNICKING,DAY USE AREA,BIRDING,WATER ACCESS,CANOEING,RAFTING"
10032028,131,1092.0,Moqui Group Campground,-111.198674,34.596145,3,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,BIRDING,BACKPACKING,MOUNTAIN BIKING,KAYAKING,CANOEING,STAR GAZING,AMPHITHEATER"
10035048,130,570.0,Applegate Cove,0.0,0.0,27,
10035081,130,570.0,Cowlington Point,0.0,0.0,38,
10035281,130,570.0,Short Mountain Cove,0.0,0.0,42,
10038712,130,553.0,Card Creek ,0.0,0.0,19,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,BIRDING,WATER ACCESS,HUNTING,KAYAKING,CANOEING,STAR GAZING,SCENIC DRIVE,PADDLING,NON-MOTORIZED BOATING,MOTOR BOAT"
10038733,127,1672.0,Doris Campground,0.0,0.0,93,"CAMPING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,BIRDING,BACKPACKING,HUNTING,KAYAKING,CANOEING,WILDERNESS,VISITOR CENTER,CLIMBING,ROCK CLIMBING"
10038827,130,160.0,Ivans,0.0,0.0,21,"CAMPING,BIKING,HIKING,PICNICKING,BIRDING,WATER ACCESS"
10038964,130,553.0,Outlet Channel ,0.0,0.0,14,"CAMPING,FISHING,BIKING,HIKING,PICNICKING,DAY USE AREA,BIRDING,BACKPACKING,MOUNTAIN BIKING"
10038980,130,560.0,Rattan Landing,0.0,0.0,13,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HUNTING"
10038994,131,1011.0,Reynolds Creek Group Camp (ID) ,0.0,0.0,1,
10039071,130,556.0,Wildwood (OK),0.0,0.0,30,
10039838,131,1077.0,Ahart Campground,0.0,0.0,12,"CAMPING,FISHING,HIKING,PICNICKING,PHOTOGRAPHY,WATER ACCESS,MOUNTAIN BIKING,CANOEING,WILDERNESS,WATER ACTIVITIES,SCENIC DRIVE"
10039845,131,1064.0,GULL LAKE CAMPGROUND,0.0,0.0,11,"BOATING,CAMPING,FISHING,BIKING,HIKING,CANOEING"
10039857,131,1091.0,Anvil Lake Campground,0.0,0.0,18,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,KAYAKING,CANOEING,SWIMMING SITE"
10039887,131,1077.0,Dark Day Campground,-121.10863300000001,39.431283,10,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,PICNICKING,DAY USE AREA,WATER ACCESS,WATER SPORTS,SWIMMING,RANGER STATION,KAYAKING,CANOEING,WATER ACTIVITIES,PADDLING,WATER SKIING,NON-MOTORIZED BOATING,MOTOR BOAT"
10039993,131,1077.0,Garden Point Boat-in Campground,-121.12436699999999,39.433316999999995,16,"BOATING,CAMPING,FISHING,WATER ACCESS,WATER SPORTS,SWIMMING,CANOEING,WATER ACTIVITIES,PADDLING,WATER SKIING,MOTOR BOAT"
10040012,131,1077.0,Hornswoggle Group Campground,-121.120117,39.414933000000005,6,"BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,MOUNTAIN BIKING,WATER SPORTS,SWIMMING,RANGER STATION,CANOEING,WATER ACTIVITIES,PADDLING,WATER SKIING"
10040020,131,1092.0,Long Valley Group Campground,0.0,0.0,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,MOUNTAIN BIKING,KAYAKING,CANOEING,STAR GAZING"
10040022,131,1077.0,Madrone Cove Boat-in Campground,-121.1652,39.469833,10,"BOATING,CAMPING,FISHING,WATER SPORTS,KAYAKING,CANOEING,WATER ACTIVITIES,PADDLING,WATER SKIING,MOTOR BOAT"
10040047,131,1077.0,Schoolhouse Campground (CA) ,-121.120383,39.418083,55,"BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,MOUNTAIN BIKING,WATER SPORTS,SWIMMING,RANGER STATION,KAYAKING,CANOEING,WATER ACTIVITIES,PADDLING,WATER SKIING,MOTOR BOAT"
10040524,130,564.0,Brush Creek Public Use Area,0.0,0.0,17,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PHOTOGRAPHY,BIRDING,MOUNTAIN BIKING,HISTORIC & CULTURAL SITE,KAYAKING"
10040547,131,1089.0,Grout Pond Campground,0.0,0.0,17,"CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,KAYAKING,CANOEING,WATER ACTIVITIES,PADDLE BOATING"
10040565,131,1018.0,Indian Meadows Guard Station,0.0,0.0,1,"FISHING,HIKING,WINTER SPORTS,SNOWMOBILE,CROSS COUNTRY SKIING,SNOWMOBILE TRAILS"
10040569,131,1055.0,Little Mattie Campground,0.0,0.0,19,"BOATING,CAMPING,FISHING,CANOEING,PADDLING,PADDLE BOATING,SAILBOARDING"
10040589,131,1018.0,Nevada Creek Cabin,0.0,0.0,1,"FISHING,HIKING,PICNICKING,HUNTING,HORSEBACK RIDING,BERRY PICKING"
10040591,126,16540.0,Oh Be Joyful Campground,0.0,0.0,28,"CAMPING,PICNICKING,PHOTOGRAPHY,BIRDING,BACKPACKING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,AUTO TOURING,OFF ROAD VEHICLE TRAILS,KAYAKING,STAR GAZING,MOUNTAIN CLIMBING"
10040622,131,1053.0,Ophir Creek Campground (CO),0.0,0.0,31,"FISHING,BIKING,HIKING"
10040993,126,10008688.0,Ken's Lake Campground,0.0,0.0,48,"BOATING,CAMPING,FISHING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,HORSEBACK RIDING,AUTO TOURING,WATER SPORTS,SWIMMING,HORSE CAMPING,KAYAKING,CANOEING,WATER ACTIVITIES,RECREATIONAL VEHICLES,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,MOTOR BOAT"
10041284,130,578.0,Damsite Texas,0.0,0.0,19,CAMPING
10041304,128,2739.0,Deep Creek Campground (NC),0.0,0.0,90,"CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,BIRDING,BACKPACKING,HORSEBACK RIDING,AMPHITHEATER"
10041410,126,10012144.0,Painted Rock Petroglyph Campground,0.0,0.0,64,"CAMPING,WILDLIFE VIEWING,HIKING,DAY USE AREA,PHOTOGRAPHY,HISTORIC & CULTURAL SITE"
10041495,130,559.0,Sunset Bay,0.0,0.0,14,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,MOUNTAIN BIKING,WATER SPORTS,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,JET SKIING,MOTOR BOAT,CRAWFISHING"
10041510,130,564.0,Walnut Creek ,0.0,0.0,33,"BOATING,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,WATER SPORTS,SWIMMING,KAYAKING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,SCENIC DRIVE,TUBING,JET SKIING,WATER SKIING,MOTOR BOAT,SAILING"
10046288,130,154.0,Pat's Bluff,0.0,0.0,16,BOATING
10046915,131,1045.0,Mortimer Campground,0.0,0.0,17,
10046989,131,1035.0,Bear River Campground,0.0,0.0,4,"FISHING,HIKING,BACKPACKING,MOUNTAIN BIKING"
10046994,131,1035.0,Beaver View Campground,0.0,0.0,17,"FISHING,HIKING,BACKPACKING"
10047013,131,1035.0,Botts Campground,0.0,0.0,7,"FISHING,HIKING,SWIMMING,TUBING"
10047031,131,1035.0,Butterfly Campground,0.0,0.0,20,"FISHING,WILDLIFE VIEWING,HIKING,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,KAYAKING,CANOEING,NON-MOTORIZED BOATING"
10047057,131,1035.0,China Meadows Trailhead Campground,0.0,0.0,12,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10047070,131,1035.0,China Meadows Campground,0.0,0.0,9,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10047085,128,2977.0,Brandy Creek RV Campground ,0.0,0.0,16,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,SWIMMING,KAYAKING,CANOEING,STAR GAZING,WATER SKIING,INTERPRETIVE PROGRAMS,SAILING,SNORKELING,WINDSURFING,GOLD PANNING,SCUBA DIVING"
10047120,131,1083.0,Lake Ottawa Campground,0.0,0.0,31,"BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,MOUNTAIN BIKING,SWIMMING,KAYAKING,CANOEING"
10047884,131,1035.0,Deadhorse Trailhead Campground,0.0,0.0,4,"HIKING,MOUNTAIN BIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS"
10047895,131,1035.0,Hayden Fork Campground,0.0,0.0,9,"FISHING,HIKING,BACKPACKING,OFF HIGHWAY VEHICLE TRAILS"
10047905,131,1035.0,Hoop Lake Trailhead Campground,0.0,0.0,7,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BACKPACKING,HORSEBACK RIDING"
10047913,131,1035.0,Hoop Lake Campground,0.0,0.0,44,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BACKPACKING,HORSEBACK RIDING"
10047958,131,1035.0,LM Turner Campground,0.0,0.0,10,"FISHING,HIKING,MOUNTAIN BIKING,MOUNTAIN CLIMBING"
10047969,131,1035.0,Lilly Lake Campground,0.0,0.0,14,"CAMPING,FISHING,HIKING,CANOEING"
10047984,131,1035.0,Little Lyman Lake Campground,0.0,0.0,10,
10047995,131,1035.0,Magpie Campground (UT),0.0,0.0,10,"FISHING,HIKING,MOUNTAIN BIKING,TUBING"
10048006,131,1035.0,Maple Bench Campground,0.0,0.0,10,"FISHING,HIKING,KAYAKING,CANOEING,SCENIC DRIVE"
10048017,131,1035.0,Maple Lake Campground,0.0,0.0,10,"FISHING,HIKING,SWIMMING,KAYAKING,CANOEING,SCENIC DRIVE"
10048028,131,1035.0,Meeks Cabin Campground,0.0,0.0,24,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING"
10048053,131,1035.0,Pioneer Campground (UT),0.0,0.0,18,"FISHING,HIKING,MOUNTAIN BIKING,SCENIC DRIVE"
10048073,131,1035.0,Preston Valley Campground ,0.0,0.0,9,"FISHING,WILDLIFE VIEWING,HIKING,MOUNTAIN BIKING"
10048096,131,1035.0,Shady Dell Campground,0.0,0.0,20,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048127,131,1035.0,Shingle Creek ATV Campground,0.0,0.0,21,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048149,131,1035.0,Smithfield Campground,0.0,0.0,6,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048156,131,1035.0,Spring Campground (UT),0.0,0.0,3,"FISHING,HIKING,MOUNTAIN BIKING"
10048160,131,1035.0,Upper Meadows Campground,0.0,0.0,9,"FISHING,HIKING,SWIMMING,TUBING"
10048170,131,1035.0,Cobblerest Campground,0.0,0.0,18,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048189,131,1035.0,Cottonwood Campground - SLRD,0.0,0.0,3,"FISHING,HIKING"
10048198,131,1035.0,Intake Campground,0.0,0.0,4,"FISHING,WILDLIFE VIEWING,HIKING"
10048215,131,1035.0,Loop Campground (UT),0.0,0.0,10,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING"
10048229,131,1035.0,Lower Meadows Campground,0.0,0.0,23,"FISHING,HIKING,SWIMMING,TUBING"
10048253,131,1035.0,Lower Narrows Campground,0.0,0.0,3,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING"
10048257,131,1035.0,Lower Provo Campground,0.0,0.0,10,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048873,131,1035.0,Willows Campground (UT),0.0,0.0,17,"FISHING,HIKING,SWIMMING,TUBING"
10048891,131,1035.0,Wolverine ATV Trailhead Campground,0.0,0.0,6,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,SCENIC DRIVE"
10048898,131,1035.0,Yellow Pine Campground (UT),0.0,0.0,33,"FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING"
10048953,131,1035.0,Lodge Campground (UT),0.0,0.0,10,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,MOUNTAIN BIKING,SCENIC DRIVE"
10048964,128,14519.0,Boulder Beach Group Campsites,0.0,0.0,5,
10048983,128,2818.0,Mammoth Cave Backcountry Camping,0.0,0.0,14,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BIRDING,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,HORSE CAMPING"
10049020,131,1082.0,Upper Manistee River Backcountry Campsites,0.0,0.0,11,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,BIRDING,SWIMMING,KAYAKING,CANOEING,PADDLING,NON-MOTORIZED BOATING,MOTOR BOAT"
10049270,131,1076.0,(Lake Alpine) Backpackers,0.0,0.0,8,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,HUNTING,MOUNTAIN BIKING,OFF ROAD VEHICLE TRAILS,SWIMMING,KAYAKING,CANOEING,DISC GOLF,MOTOR BOAT,CLIMBING,ROCK CLIMBING,MOUNTAIN CLIMBING"
10049271,130,1691.0,Lone Point Group Camp,0.0,0.0,1,
10049272,130,154.0,Oak Grove (MS),0.0,0.0,81,
10049273,131,1099.0,Pinon Campground (Quemado Lake),0.0,0.0,2,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,HUNTING,MOUNTAIN BIKING,KAYAKING,CANOEING,STAR GAZING,SCENIC DRIVE,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING"
10049434,130,541.0,Clear Creek - Ozark Lake (AR),-94.169887,35.436640999999995,38,
10049525,131,1063.0,Northshore Campground - Loon Lake (CA),0.0,0.0,25,
10049551,131,1035.0,Wood Camp Campground (UT),0.0,0.0,6,"FISHING,HIKING,MOUNTAIN BIKING,MOUNTAIN CLIMBING"
10050235,130,535.0,Blue Ridge Park,0.0,0.0,21,"BOATING,CAMPING,FISHING,WATER ACCESS,HUNTING,SWIMMING,CANOEING,NON-MOTORIZED BOATING"
10050257,130,535.0,Horseshoe Bend (Dierks Lake),0.0,0.0,12,"CAMPING,PICNICKING,CANOEING,RAFTING,WHITEWATER RAFTING,PADDLING"
10050273,130,288.0,West End Tent and Trailer Campground,0.0,0.0,24,CAMPING
10050606,130,538.0,Beard's Lake Park,0.0,0.0,5,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,BIRDING,WATER ACCESS,OBSERVATION SITE"
10050743,127,1672.0,Fawn Creek Youth Campground,0.0,0.0,4,"CAMPING,FISHING,BIKING,HIKING,PICNICKING,ENVIRONMENTAL EDUCATION,PHOTOGRAPHY,BIRDING,BACKPACKING,HUNTING,KAYAKING,CANOEING,WILDERNESS,VISITOR CENTER,CLIMBING,ROCK CLIMBING"
10052147,130,147.0,STEPHENS PARK,0.0,0.0,9,
10052157,130,143.0,South Abutment East,0.0,0.0,12,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PHOTOGRAPHY,BIRDING,HUNTING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,HORSE CAMPING,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,RECREATIONAL VEHICLES,RAFTING,MUSHROOM PICKING,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,DISC GOLF,MOTOR BOAT,WOOD CUTTING,FISH VIEWING SITE,CRAWFISHING,RECREATIONAL SHOOTING"
10052170,130,143.0,Tom Merrill Recreation Area,0.0,0.0,20,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,RECREATIONAL VEHICLES,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,DISC GOLF,MOTOR BOAT,WOOD CUTTING,FISH VIEWING SITE,CRAWFISHING,RECREATIONAL SHOOTING"
10052192,130,143.0,Wenks Landing,0.0,0.0,11,"BOATING,CAMPING,WILDLIFE VIEWING,PHOTOGRAPHY,BIRDING,OFF ROAD VEHICLE TRAILS,KAYAKING,CANOEING,STAR GAZING,WILDERNESS,WATER ACTIVITIES,RECREATIONAL VEHICLES,RAFTING,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,MOTOR BOAT,WOOD CUTTING,CRAWFISHING"
10052227,131,1099.0,Juniper Campground (Quemado Lake),0.0,0.0,18,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,PHOTOGRAPHY,BACKPACKING,MOUNTAIN BIKING,KAYAKING,CANOEING,STAR GAZING,SCENIC DRIVE,RAFTING,PADDLING"
10052246,130,538.0,Saratoga Park,0.0,0.0,17,"CAMPING,FISHING,HIKING"
10052638,130,566.0,Redbud Bay,0.0,0.0,11,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,PHOTOGRAPHY,BIRDING,WATER ACCESS"
10052650,131,1096.0,Tortilla Campground,0.0,0.0,70,"BOATING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,KAYAKING,CANOEING,WILDERNESS"
10053715,130,151.0,Bryant Campground,0.0,0.0,4,
10053722,130,151.0,Gums Crossing Campground,0.0,0.0,6,
10053729,130,147.0,Little Fir,0.0,0.0,29,
10053759,130,154.0,Hurricane Landing,0.0,0.0,19,
10053779,128,2782.0,Indian Cove Group,0.0,0.0,13,"CAMPING,HIKING,DAY USE AREA,RANGER STATION,ROCK CLIMBING,AMPHITHEATER,EVENING PROGRAMS"
10053793,130,568.0,Pat Mayse East,0.0,0.0,26,"BOATING,CAMPING,FISHING,HIKING,WATER ACCESS,HUNTING,CANOEING,WATER ACTIVITIES,ACCESSIBLE SWIMMING"
10054654,130,533.0,Spadra,0.0,0.0,23,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING"
10054678,130,537.0,Cherokee Campground (AR),0.0,0.0,32,"BOATING,CAMPING,HIKING"
10054711,130,537.0,Cove Creek (AR),0.0,0.0,62,"BOATING,CAMPING,HIKING,SWIMMING SITE"
10054775,130,537.0,Mill Creek (AR),0.0,0.0,36,"BOATING,CAMPING,HIKING"
10056207,128,2782.0,Ryan Campground,0.0,0.0,37,"CAMPING,WILDLIFE VIEWING,HIKING,SCENIC DRIVE,CLIMBING,ROCK CLIMBING"
10056245,131,1048.0,Paint Creek Campground,0.0,0.0,21,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,SWIMMING,SCENIC DRIVE"
10056267,130,453.0,Bussey Point Campground,0.0,0.0,14,"BOATING,CAMPING,FISHING,HIKING,HUNTING,HORSEBACK RIDING,HORSE CAMPING"
10056282,130,453.0,Leroys Ferry Campground,0.0,0.0,10,"BOATING,CAMPING,FISHING"
10058090,130,152.0,Self Creek,0.0,0.0,72,
10058163,128,2845.0,Stehekin Campground,-120.6565,48.3093,31,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,BIRDING,HUNTING,KAYAKING,CANOEING"
10058234,130,152.0,Dam Area,0.0,0.0,24,
10058259,130,270.0,School Creek Camground,0.0,0.0,39,
10058299,130,270.0,Timber Creek Park,0.0,0.0,21,
10060225,130,150.0,Ford's Well,0.0,0.0,18,
10060885,131,1112.0,Lund Park Campground,0.0,0.0,10,
10060948,126,1854.0,Cavitt Creek Falls Recreation Site,0.0,0.0,10,"FISHING,HIKING,PICNICKING,DAY USE AREA,SWIMMING,SWIMMING SITE"
10060971,128,2616.0,Needles District Group Campsites,0.0,0.0,3,"CAMPING,BIKING,HIKING,PHOTOGRAPHY,BACKPACKING,STAR GAZING,WILDERNESS,SCENIC DRIVE,VISITOR CENTER,INTERPRETIVE PROGRAMS,AMPHITHEATER,EVENING PROGRAMS"
10064530,130,540.0,Panther Bay Park,0.0,0.0,15,"CAMPING,HIKING,SWIMMING"
10064546,130,543.0,River Run Park,0.0,0.0,32,"BOATING,CAMPING,SWIMMING"
10064579,130,543.0,Udall Park ,0.0,0.0,9,"BOATING,CAMPING,SWIMMING"
10067302,130,543.0,Oakland Park,0.0,0.0,32,"BOATING,CAMPING,WATER ACCESS,SWIMMING"
10067346,128,2730.0,Haypress Campground,0.0,0.0,6,"CAMPING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,GUIDED INTERPRETIVE WALKS"
10068459,128,14519.0,Callville Bay Campground,0.0,0.0,52,"CAMPING,BIKING,HIKING,BACKPACKING"
